	mouse_TATA	mouse_INR
B3gnt5	False	False
B3gnt6	False	False
B3gnt7	False	False
B3gnt8	False	True
B3gnt9	False	False
B3gntl1	False	True
B4galnt1	False	False
B4galnt2	False	True
B4galnt3	False	False
B4galnt4	False	False
B4galt1	False	False
B4galt2	False	False
B4galt3	False	False
B4galt4	False	True
B4galt5	False	False
B4galt6	False	False
B4galt7	False	False
B4gat1	False	False
B9d1	False	False
B9d2	False	True
Baalc	False	False
Baat	False	False
Babam1	False	False
Babam2	False	False
Bace1	False	False
Bace2	False	True
Bach1	False	False
Bach2	False	False
Bad	False	True
Bag1	False	False
Bag2	False	False
Bag3	False	True
Bag4	False	False
Bag5	False	True
Bag6	False	False
Bahcc1	False	False
Bahd1	False	False
Baiap2	True	False
Baiap2l1	False	False
Baiap2l2	False	True
Baiap3	False	False
Bak1	False	True
Bambi	True	False
Banf1	True	False
Banf2	False	True
Bank1	False	True
Banp	False	True
Bap1	False	False
Bard1	False	True
Barhl1	False	False
Barhl2	False	False
Barx1	False	True
Barx2	False	False
Basp1	False	True
Batf	False	True
Batf2	True	True
Batf3	False	False
Bax	False	False
Baz1a	False	True
Baz1b	False	False
Baz2a	False	True
Baz2b	False	True
Bbc3	False	False
Bbip1	False	False
Bbof1	False	False
Bbox1	False	True
Bbs1	False	False
Bbs10	False	False
Bbs12	False	False
Bbs2	False	False
Bbs4	False	False
Bbs5	False	False
Bbs7	False	True
Bbs9	False	False
Bbx	False	False
BC003965	False	False
BC004004	False	True
BC005624	False	False
BC016579	False	False
BC028528	False	False
BC031181	False	False
BC048507	False	False
BC049352	False	False
BC051665	False	False
BC053393	False	False
Bcam	False	True
Bcan	False	False
Bcap29	False	False
Bcap31	False	False
Bcar1	False	False
Bcar3	False	True
Bcas1	False	False
Bcas2	False	False
Bcas3	False	False
Bcat1	False	True
Bcat2	False	True
Bccip	False	False
Bcdin3d	False	False
Bche	False	False
Bckdha	False	False
Bckdhb	False	False
Bckdk	False	False
Bcl10	False	False
Bcl11a	False	False
Bcl11b	False	False
Bcl2	False	False
Bcl2a1a	False	False
Bcl2a1b	False	True
Bcl2a1c	False	True
Bcl2a1d	False	False
Bcl2l1	False	False
Bcl2l10	False	False
Bcl2l11	False	True
Bcl2l12	False	False
Bcl2l13	False	False
Bcl2l14	False	True
Bcl2l15	False	False
Bcl2l2	False	False
Bcl3	False	False
Bcl6	False	False
Bcl6b	True	False
Bcl7a	False	False
Bcl7b	False	False
Bcl7c	False	False
Bcl9	False	False
Bcl9l	False	False
Bclaf1	False	False
Bclaf3	False	False
Bco1	False	False
Bco2	False	True
Bcor	False	False
Bcorl1	False	False
Bcr	False	False
Bcs1l	False	False
Bdh1	False	True
Bdh2	False	False
Bdkrb1	False	False
Bdkrb2	False	True
Bdnf	False	False
Bdp1	False	False
Bean1	False	True
Becn1	False	False
Becn2	False	False
Begain	False	False
Bend3	False	False
Bend5	False	False
Bend6	False	False
Best1	False	True
Best2	False	False
Best3	False	False
Bet1	False	False
Bet1l	False	False
Bex1	False	True
Bex2	False	True
Bex3	False	False
Bex4	False	True
Bex6	False	True
Bfar	False	False
Bfsp1	True	False
Bfsp2	False	False
Bglap	True	True
Bglap2	True	True
Bglap3	False	False
Bgn	False	False
Bhlha15	False	True
Bhlha9	False	False
Bhlhb9	False	True
Bhlhe22	False	False
Bhlhe23	False	False
Bhlhe40	False	True
Bhlhe41	False	False
Bhmt	False	True
Bhmt2	False	False
Bicc1	False	False
Bicd1	False	True
Bicd2	False	True
Bicdl1	False	False
Bicdl2	False	False
Bicra	False	False
Bicral	False	False
Bid	False	False
Bik	False	False
Bin1	False	True
Bin2	False	False
Bin3	False	False
Birc2	False	False
Birc3	False	True
Birc5	False	False
Birc6	False	True
Birc7	False	False
Bivm	False	False
Blcap	False	False
Blk	False	True
Blm	False	False
Blmh	False	False
Blnk	False	False
Bloc1s1	False	True
Bloc1s2	False	False
Bloc1s3	False	True
Bloc1s4	False	False
Bloc1s5	False	False
Bloc1s6	False	False
Blvra	False	False
Blvrb	False	True
Blzf1	False	False
Bmf	False	False
Bmi1	False	True
Bmp1	False	False
Bmp10	True	False
Bmp15	True	False
Bmp2	False	False
Bmp2k	False	False
Bmp3	False	False
Bmp4	False	False
Bmp5	False	False
Bmp6	False	False
Bmp7	False	False
Bmp8a	False	True
Bmp8b	False	False
Bmper	False	False
Bmpr1a	False	True
Bmpr1b	False	False
Bmpr2	False	False
Bms1	False	False
Bmt2	False	False
Bmx	False	False
Bmyc	False	False
Bnc1	False	True
Bnc2	False	False
Bnip1	False	False
Bnip2	False	True
Bnip3	False	True
Bnip3l	True	False
Bnipl	False	False
Boc	False	True
Bod1	False	False
Bod1l	False	False
Bok	False	False
Bola1	False	False
Bola2	False	False
Bola3	False	False
Boll	False	False
Bop1	False	True
Bora	False	False
Borcs5	False	False
Borcs6	False	False
Borcs7	False	False
Borcs8	False	False
Bpgm	True	False
Bphl	False	False
Bpi	False	True
Bpifa1	False	False
Bpifa2	False	False
Bpifa3	False	False
Bpifa5	False	False
Bpifb1	False	False
Bpifb2	False	False
Bpifb3	False	False
Bpifb4	False	False
Bpifb6	False	False
Bpifb9a	False	False
Bpifc	False	False
Bpnt1	False	False
Bpnt2	False	False
Bptf	False	True
Braf	False	False
Brap	False	True
Brat1	False	False
Brca1	False	False
Brca2	False	True
Brcc3	False	False
Brd1	False	False
Brd2	False	False
Brd3	False	False
Brd4	False	True
Brd7	False	False
Brd8	False	False
Brd9	False	False
Brdt	False	False
Brf1	False	True
Brf2	False	False
Bri3	False	False
Bri3bp	False	False
Brinp1	False	False
Brinp2	False	False
Brinp3	False	False
Brip1	False	False
Brix1	False	True
Brk1	False	False
Brme1	False	False
Brms1	False	False
Brms1l	False	False
Brox	False	False
Brpf1	False	False
Brpf3	False	False
Brs3	False	False
Brsk1	False	False
Brsk2	False	False
Brwd1	False	False
Brwd3	False	False
Bscl2	False	False
Bsg	False	False
Bsn	False	False
Bsnd	False	False
Bsph1	False	True
Bsph2	False	False
Bspry	False	False
Bst1	False	True
Bst2	False	True
Bsx	False	False
Btaf1	False	True
Btbd1	False	False
Btbd10	False	False
Btbd11	False	True
Btbd17	True	False
Btbd18	False	False
Btbd2	False	False
Btbd3	False	False
Btbd6	False	False
Btbd7	False	False
Btbd8	False	False
Btc	True	True
Btd	False	True
Btf3	False	False
Btg1	True	False
Btg1b	False	False
Btg1c	False	False
Btg2	True	True
Btg4	False	False
Btk	False	True
Btla	False	True
Btn1a1	True	False
Btn2a2	False	False
Btnl1	False	False
Btnl10	False	False
Btnl2	False	False
Btnl9	False	False
Btrc	True	False
Bub1	False	False
Bub1b	False	False
Bub3	False	False
Bud13	False	False
Bud23	False	False
Bud31	False	False
Bves	False	False
Bysl	False	False
Bzw1	False	False
Bzw2	False	True
C130026I21Rik	False	False
C130074G19Rik	False	True
C1d	False	True
C1galt1	False	True
C1galt1c1	False	True
C1qa	False	True
C1qb	False	False
C1qbp	False	False
C1qc	False	False
C1ql1	False	False
C1ql2	False	True
C1ql3	False	True
C1ql4	False	False
C1qtnf1	False	False
C1qtnf12	False	False
C1qtnf2	False	False
C1qtnf3	True	True
C1qtnf4	False	False
C1qtnf5	False	True
C1qtnf6	False	True
C1qtnf7	False	False
C1qtnf9	False	True
C1ra	False	True
C1rb	False	False
C1rl	False	True
C1s1	False	False
C1s2	False	False
C2	False	True
C2cd2	False	False
C2cd2l	False	True
C2cd3	False	False
C2cd4a	True	True
C2cd4b	True	True
C2cd5	False	False
C3	False	False
C3ar1	False	False
C4b	False	True
C4bp	False	False
C5ar1	False	False
C5ar2	False	False
C6	False	True
C7	False	False
C87436	False	False
C8a	False	False
C8b	False	True
C8g	False	False
C9	False	False
C9orf72	False	False
Caap1	False	False
Cab39	False	False
Cabcoco1	False	False
Cabin1	False	False
Cables1	False	False
Cables2	False	False
Cabp1	False	False
Cabp2	False	True
Cabp4	False	False
Cabp5	True	False
Cabp7	False	False
Cabs1	False	False
Cabyr	True	False
Cacfd1	False	False
Cachd1	False	True
Cacna1a	False	True
Cacna1b	True	False
Cacna1c	False	True
Cacna1d	False	True
Cacna1e	False	False
Cacna1f	False	False
Cacna1g	False	False
Cacna1h	False	True
Cacna1i	False	True
Cacna1s	False	False
Cacna2d1	True	True
Cacna2d2	False	False
Cacna2d3	False	True
Cacna2d4	False	True
Cacnb1	False	False
Cacnb2	False	True
Cacnb3	False	False
Cacnb4	False	True
Cacng1	False	True
Cacng2	False	False
Cacng3	False	False
Cacng4	False	True
Cacng5	False	True
Cacng6	False	False
Cacng7	False	False
Cacng8	False	False
Cactin	False	False
Cacul1	False	False
Cacybp	False	False
Cad	False	True
Cadm1	False	True
Cadm2	False	True
Cadm3	True	False
Cadm4	False	False
Cadps	False	False
Cadps2	False	False
Calb1	True	False
Calb2	True	False
Calca	True	False
Calcoco1	False	False
Calcoco2	False	False
Calcr	False	True
Calcrl	False	True
Cald1	False	True
Calhm1	False	False
Calhm2	False	True
Calhm3	False	False
Calhm4	False	False
Calhm5	False	False
Calhm6	False	False
Calm1	False	False
Calm2	True	False
Calm3	False	False
Calm4	False	True
Calml3	False	True
Caln1	False	False
Calr	True	True
Calr3	False	False
Calu	False	True
Caly	False	False
Camk1	False	True
Camk1d	False	True
Camk1g	False	True
Camk2a	False	True
Camk2b	False	False
Camk2d	False	True
Camk2g	False	False
Camk2n1	False	True
Camk2n2	False	False
Camk4	False	True
Camkk1	False	False
Camkk2	False	False
Camkmt	False	False
Camkv	False	False
Caml	False	False
Camp	True	True
Camsap1	False	True
Camsap2	False	False
Camsap3	False	False
Camta1	False	False
Camta2	False	False
Cand1	False	False
Cand2	False	True
Cant1	False	False
Canx	False	False
Cap1	False	False
Cap2	False	False
Capg	False	False
Capn1	False	False
Capn10	False	False
Capn11	False	True
Capn12	True	True
Capn13	True	False
Capn15	False	False
Capn2	False	False
Capn3	False	True
Capn5	False	False
Capn6	False	False
Capn7	False	True
Capn8	True	False
Capn9	False	True
Capns1	False	False
Capns2	False	False
Caprin1	False	True
Caprin2	True	True
Caps2	False	False
Capsl	False	False
Capza1	False	False
Capza2	False	False
Capza3	False	True
Capzb	False	True
Car1	True	False
Car10	False	False
Car11	False	True
Car12	True	False
Car13	False	False
Car14	True	False
Car15	False	True
Car2	False	False
Car3	True	False
Car4	True	False
Car5a	False	False
Car5b	False	True
Car6	True	False
Car7	False	False
Car8	True	False
Car9	False	True
Card10	False	True
Card11	False	True
Card14	False	True
Card19	False	False
Card9	False	False
Carf	False	False
Carhsp1	False	False
Carm1	False	False
Carmil1	False	False
Carmil2	False	False
Carmil3	False	False
Carnmt1	False	False
Carns1	True	False
Cars	False	True
Cars2	False	False
Cartpt	True	True
Casc1	False	False
Casc3	False	False
Casd1	False	True
Cask	False	True
Caskin1	False	True
Caskin2	False	True
Casp1	False	True
Casp12	False	False
Casp14	False	False
Casp2	False	False
Casp3	False	True
Casp4	False	False
Casp6	False	False
Casp7	False	False
Casp8	False	True
Casp8ap2	False	False
Casp9	False	True
Casq1	False	False
Casq2	False	False
Casr	False	True
Cass4	True	False
Cast	False	True
Castor1	False	False
Castor2	False	False
Casz1	False	False
Cat	False	False
Catip	False	False
Catsper1	False	True
Catsper2	False	False
Catsper3	False	False
Catsper4	False	False
Catsperb	False	False
Catsperd	False	False
Catspere1	False	False
Catspere2	False	False
Catsperg1	False	False
Catsperg2	False	True
Catsperz	False	False
Cav1	False	True
Cav2	False	False
Cav3	False	False
Cavin1	False	False
Cavin2	False	False
Cavin3	False	False
Cavin4	False	False
Cbarp	False	False
Cbfa2t2	False	False
Cbfa2t3	False	False
Cbfb	False	False
Cbl	False	True
Cblb	False	True
Cblc	False	False
Cblif	False	False
Cbll1	False	True
Cbln1	False	True
Cbln2	False	False
Cbln3	False	True
Cbln4	False	False
Cbr1	False	True
Cbr2	True	False
Cbr3	False	False
Cbr4	False	False
Cbs	False	False
Cbwd1	False	False
Cbx1	False	False
Cbx2	False	False
Cbx3	False	False
Cbx4	False	True
Cbx5	False	True
Cbx6	False	False
Cbx7	False	False
Cbx8	False	False
Cby1	False	False
Cby2	False	False
Cc2d1a	False	False
Cc2d1b	False	True
Cc2d2a	False	False
Ccar1	False	True
Ccar2	False	False
Ccbe1	False	False
Ccdc102a	False	False
Ccdc103	False	False
Ccdc106	False	False
Ccdc107	False	False
Ccdc110	False	False
Ccdc113	False	True
Ccdc115	False	False
Ccdc116	False	False
Ccdc117	False	False
Ccdc120	False	True
Ccdc124	False	False
Ccdc125	False	False
Ccdc126	False	False
Ccdc13	False	True
Ccdc130	False	False
Ccdc134	False	False
Ccdc136	False	True
Ccdc137	False	False
Ccdc14	False	False
Ccdc146	False	False
Ccdc15	False	True
Ccdc153	False	False
Ccdc154	False	False
Ccdc167	False	False
Ccdc170	False	False
Ccdc172	False	False
Ccdc174	False	False
Ccdc178	False	False
Ccdc181	False	False
Ccdc184	False	False
Ccdc187	False	False
Ccdc189	False	False
Ccdc22	False	True
Ccdc25	False	False
Ccdc28b	False	True
Ccdc3	True	False
Ccdc32	False	False
Ccdc33	False	False
Ccdc38	False	True
Ccdc39	False	False
Ccdc40	False	False
Ccdc42	False	False
Ccdc43	False	False
Ccdc47	False	False
Ccdc50	False	False
Ccdc51	False	False
Ccdc57	False	True
Ccdc59	False	False
Ccdc6	False	False
Ccdc61	False	False
Ccdc62	False	False
Ccdc63	False	False
Ccdc65	False	False
Ccdc66	False	False
Ccdc68	False	True
Ccdc69	True	True
Ccdc70	False	False
Ccdc77	False	False
Ccdc78	False	False
Ccdc8	False	True
Ccdc80	False	True
Ccdc81	False	False
Ccdc84	False	False
Ccdc85a	False	True
Ccdc85b	False	False
Ccdc85c	False	False
Ccdc86	False	True
Ccdc87	False	False
Ccdc88a	False	False
Ccdc88b	False	False
Ccdc88c	False	False
Ccdc89	False	False
Ccdc90b	False	False
Ccdc91	False	True
Ccdc92	False	False
Ccdc93	False	False
Ccdc96	False	False
Cchcr1	False	False
Ccin	False	True
Cck	True	True
Cckar	False	False
Cckbr	False	False
Ccl1	True	False
Ccl11	True	True
Ccl12	True	True
Ccl17	True	False
Ccl19	False	False
Ccl2	True	False
Ccl20	True	False
Ccl21a	False	False
Ccl21b	True	True
Ccl21c	False	False
Ccl22	True	True
Ccl24	True	False
Ccl25	True	False
Ccl26	False	False
Ccl27a	False	False
Ccl27b	False	False
Ccl28	False	False
Ccl3	True	True
Ccl4	True	False
Ccl5	True	False
Ccl6	True	False
Ccl7	True	False
Ccl8	True	True
Ccl9	True	False
Ccm2	False	True
Ccn1	False	False
Ccn2	False	False
Ccn3	False	False
Ccn4	False	False
Ccn5	False	False
Ccn6	False	False
Ccna1	False	False
Ccna2	False	False
Ccnb1	False	True
Ccnb1ip1	False	False
Ccnb2	False	False
Ccnb3	False	True
Ccnc	False	False
Ccnd1	False	True
Ccnd2	False	True
Ccnd3	False	True
Ccndbp1	False	True
Ccne1	True	False
Ccne2	False	True
Ccnf	False	False
Ccng1	False	False
Ccng2	False	False
Ccnh	False	False
Ccnk	False	True
Ccnl1	False	False
Ccnl2	False	False
Ccno	False	False
Ccnq	False	False
Ccnt1	False	False
Ccnt2	False	False
Ccny	False	False
Ccp110	False	False
Ccpg1	False	False
Ccr1	False	True
Ccr10	False	True
Ccr1l1	False	False
Ccr2	False	True
Ccr3	True	False
Ccr4	False	False
Ccr5	False	False
Ccr6	True	False
Ccr7	True	False
Ccr8	True	True
Ccr9	False	False
Ccrl2	False	True
Ccs	False	False
Ccsap	False	False
Ccser2	False	False
Cct2	False	True
Cct3	False	False
Cct4	False	False
Cct5	False	False
Cct6a	False	False
Cct6b	False	True
Cct7	True	False
Cct8	False	True
Ccz1	False	False
Cd101	False	True
Cd109	False	True
Cd14	True	False
Cd151	False	False
Cd160	False	True
Cd163	False	False
Cd164	False	True
Cd164l2	False	False
Cd177	True	True
Cd180	False	False
Cd19	False	False
Cd1d1	False	True
Cd2	False	True
Cd200	False	False
Cd200r1	False	False
Cd200r2	False	True
Cd200r3	False	False
Cd200r4	False	False
Cd207	True	False
Cd209a	True	True
Cd209b	True	False
Cd209c	False	False
Cd209d	False	True
Cd209e	False	False
Cd209g	False	False
Cd22	False	True
Cd226	False	True
Cd244a	False	False
Cd247	False	False
Cd248	False	True
Cd24a	True	True
Cd27	False	False
Cd274	False	False
Cd276	False	True
Cd28	False	True
Cd2ap	False	True
Cd2bp2	False	False
Cd300a	False	True
Cd300c	False	False
Cd300c2	False	False
Cd300e	False	False
Cd300lb	True	True
Cd300ld	False	False
Cd300ld3	False	False
Cd300lf	True	False
Cd300lg	False	True
Cd302	False	True
Cd320	False	False
Cd33	False	False
Cd34	False	True
Cd36	False	True
Cd37	False	False
Cd38	False	True
Cd3d	False	False
Cd3e	False	True
Cd3eap	False	False
Cd3g	False	False
Cd4	False	False
Cd40	False	False
Cd40lg	False	True
Cd44	True	False
Cd46	False	False
Cd47	False	False
Cd48	False	False
Cd5	False	False
Cd52	True	True
Cd53	False	True
Cd55	False	False
Cd55b	False	False
Cd59a	False	True
Cd59b	False	False
Cd5l	False	False
Cd6	False	False
Cd63	False	True
Cd68	False	False
Cd69	True	False
Cd7	False	True
Cd70	True	False
Cd72	False	False
Cd74	False	False
Cd79a	False	False
Cd79b	False	True
Cd80	False	False
Cd81	True	False
Cd82	False	False
Cd83	True	False
Cd84	False	True
Cd86	False	True
Cd8a	False	False
Cd8b1	False	True
Cd9	True	False
Cd93	False	False
Cd96	False	True
Cd99	False	False
Cd99l2	False	False
Cda	False	True
Cdadc1	False	True
Cdan1	False	False
Cdc123	False	False
Cdc14a	False	False
Cdc14b	False	False
Cdc16	False	False
Cdc20	True	False
Cdc23	False	False
Cdc25a	False	False
Cdc25b	True	True
Cdc25c	False	False
Cdc26	False	False
Cdc27	False	True
Cdc34	False	False
Cdc37	False	False
Cdc37l1	False	True
Cdc40	False	False
Cdc42	False	True
Cdc42bpa	False	False
Cdc42bpb	False	False
Cdc42bpg	False	False
Cdc42ep1	False	False
Cdc42ep2	False	False
Cdc42ep3	False	True
Cdc42ep4	False	False
Cdc42ep5	False	True
Cdc42se1	False	False
Cdc42se2	False	False
Cdc45	False	False
Cdc5l	False	False
Cdc6	False	False
Cdc7	False	False
Cdc73	False	False
Cdca2	False	False
Cdca3	False	False
Cdca4	False	True
Cdca5	True	False
Cdca7	False	False
Cdca7l	False	False
Cdca8	False	False
Cdcp1	False	False
Cdcp2	False	False
Cdcp3	False	False
Cdh1	False	True
Cdh10	False	True
Cdh11	False	True
Cdh12	False	True
Cdh13	False	True
Cdh15	False	False
Cdh16	False	True
Cdh17	False	False
Cdh2	False	False
Cdh20	False	True
Cdh22	False	True
Cdh23	False	True
Cdh24	False	True
Cdh26	False	False
Cdh3	False	False
Cdh4	False	True
Cdh5	False	False
Cdh6	False	True
Cdh7	False	False
Cdh8	False	True
Cdh9	False	False
Cdhr1	False	False
Cdhr2	False	True
Cdhr3	False	True
Cdhr5	False	False
Cdin1	False	False
Cdip1	False	False
Cdipt	True	False
Cdk1	False	True
Cdk10	False	False
Cdk11b	False	False
Cdk12	False	False
Cdk13	False	False
Cdk14	False	False
Cdk15	False	False
Cdk16	False	False
Cdk17	False	False
Cdk18	False	False
Cdk19	False	False
Cdk2	False	False
Cdk20	False	False
Cdk2ap1	False	True
Cdk2ap2	False	False
Cdk4	False	False
Cdk5	False	False
Cdk5r1	False	True
Cdk5r2	False	True
Cdk5rap1	False	True
Cdk5rap2	False	True
Cdk5rap3	False	False
Cdk6	False	False
Cdk7	False	True
Cdk8	False	False
Cdk9	False	False
Cdkal1	False	True
Cdkl1	False	True
Cdkl2	False	False
Cdkl3	False	False
Cdkl4	False	False
Cdkl5	False	False
Cdkn1a	False	True
Cdkn1b	False	False
Cdkn1c	True	False
Cdkn2a	False	True
Cdkn2aip	True	False
Cdkn2b	False	True
Cdkn2c	False	False
Cdkn2d	False	False
Cdkn3	False	False
Cdnf	False	False
Cdo1	True	True
Cdon	False	False
Cdr2l	False	False
Cds1	False	True
Cds2	False	True
Cdsn	True	False
Cdt1	False	False
Cdv3	False	False
Cdx1	False	True
Cdx2	False	True
Cdx4	False	False
Cdyl	False	False
Cdyl2	False	False
Ceacam1	False	False
Ceacam10	False	False
Ceacam11	True	False
Ceacam12	True	True
Ceacam13	True	False
Ceacam14	True	False
Ceacam16	False	False
Ceacam18	False	True
Ceacam2	True	False
Ceacam20	False	True
Ceacam5	True	False
Ceacam9	False	False
Cebpa	True	True
Cebpb	True	False
Cebpd	False	False
Cebpe	False	False
Cebpg	False	False
Cebpz	False	True
Cebpzos	False	False
Cecr2	False	True
Cel	True	False
Cela1	True	True
Cela2a	False	False
Cela3b	True	False
Celf1	False	False
Celf2	False	True
Celf3	False	False
Celf4	False	False
Celf5	False	True
Celf6	False	False
Celsr1	False	False
Celsr2	False	False
Celsr3	False	False
Cemip	False	False
Cemip2	False	False
Cend1	False	False
Cenpa	False	False
Cenpb	False	False
Cenpc1	True	False
Cenpe	False	False
Cenpf	False	False
Cenph	False	False
Cenpi	False	False
Cenpj	False	False
Cenpk	False	False
Cenpl	False	False
Cenpm	True	False
Cenpn	False	True
Cenpo	False	True
Cenpp	False	False
Cenpq	False	True
Cenps	False	False
Cenpt	False	True
Cenpu	False	False
Cenpv	False	False
Cenpw	False	False
Cenpx	False	False
Cep104	False	False
Cep112	False	False
Cep120	False	False
