File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF726LLI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR574VJG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/NFIX-human/				NFIX-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF058ZKW/, /files/ENCFF356LFX/, /files/ENCFF834PHL/, /files/ENCFF174OKT/	105437	ENCODE Processing Pipeline	1e5101a483208df9577fa869d63f1701		https://www.encodeproject.org/files/ENCFF726LLI/@@download/ENCFF726LLI.bed.gz				released	s3://encode-public/2020/07/03/86abd63b-c9e2-4692-97bd-e53b20a400be/ENCFF726LLI.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking		
ENCFF253ENX	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR574VJG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/NFIX-human/				NFIX-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF058ZKW/, /files/ENCFF834PHL/, /files/ENCFF174OKT/	2399845	ENCODE Processing Pipeline	dba34a928074a2377cce782bb0bd95e9		https://www.encodeproject.org/files/ENCFF253ENX/@@download/ENCFF253ENX.bed.gz				released	s3://encode-public/2020/07/03/aa44da46-9486-4798-a4d6-3dfed4784111/ENCFF253ENX.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking		
ENCFF691GZZ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR574VJG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/NFIX-human/				NFIX-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF058ZKW/, /files/ENCFF356LFX/, /files/ENCFF834PHL/, /files/ENCFF174OKT/	104090	ENCODE Processing Pipeline	843b8b178abd21eb89755ce6a772c8d3		https://www.encodeproject.org/files/ENCFF691GZZ/@@download/ENCFF691GZZ.bed.gz				released	s3://encode-public/2020/07/03/824815a8-d10d-42f4-8787-de7411b0e58e/ENCFF691GZZ.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking		
ENCFF032SWB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR574VJG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/NFIX-human/				NFIX-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF058ZKW/, /files/ENCFF356LFX/, /files/ENCFF174OKT/	62753	ENCODE Processing Pipeline	dc394b49eec655739f21b1871004ac2d		https://www.encodeproject.org/files/ENCFF032SWB/@@download/ENCFF032SWB.bed.gz				released	s3://encode-public/2020/07/03/4c26d922-a96f-4981-8182-0f94883f7a50/ENCFF032SWB.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking		
ENCFF760YLK	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR574VJG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/NFIX-human/				NFIX-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF058ZKW/, /files/ENCFF834PHL/, /files/ENCFF174OKT/	2414537	ENCODE Processing Pipeline	e3b716dfff8296289ed1e96b5fad863c		https://www.encodeproject.org/files/ENCFF760YLK/@@download/ENCFF760YLK.bed.gz				released	s3://encode-public/2020/07/03/725775d0-90d3-4ee3-955f-f0131d719695/ENCFF760YLK.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking		
ENCFF429JDO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR574VJG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/NFIX-human/				NFIX-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF356LFX/, /files/ENCFF834PHL/, /files/ENCFF174OKT/	79313	ENCODE Processing Pipeline	9804914ea6f8d62bbf911ac5d237a98a		https://www.encodeproject.org/files/ENCFF429JDO/@@download/ENCFF429JDO.bed.gz				released	s3://encode-public/2020/07/03/8a212748-0988-4004-a736-a0847c50f151/ENCFF429JDO.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking		
ENCFF428TZB	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EGT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	Interferon gamma		6.0 hour							IRF1-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF728WOA/, /files/ENCFF482LDC/	4385660	ENCODE Processing Pipeline	7642224d73455b2b97f72d1759ee99b3		https://www.encodeproject.org/files/ENCFF428TZB/@@download/ENCFF428TZB.bed.gz				released	s3://encode-public/2016/12/16/b5b1764d-f633-40dc-b63c-ade759464136/ENCFF428TZB.bed.gz	mixed read lengths, control low read depth, low read depth, low read length	insufficient read length, insufficient read depth	
ENCFF938AOL	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EGT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	Interferon gamma		6.0 hour							IRF1-human	DNA						2011-10-29	ENCODE		see document		2	2_1							/files/ENCFF489YJG/, /files/ENCFF482LDC/	2700348	ENCODE Processing Pipeline	7a0f21770434ac666ef4639d8aa36df9		https://www.encodeproject.org/files/ENCFF938AOL/@@download/ENCFF938AOL.bed.gz				released	s3://encode-public/2016/12/16/9feee8f4-19e3-4c04-97bb-e65788b25cd6/ENCFF938AOL.bed.gz	mixed read lengths, control low read depth, low read depth, low read length	insufficient read length, insufficient read depth	
ENCFF131WCK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EGT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	Interferon gamma		6.0 hour							IRF1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF489YJG/, /files/ENCFF728WOA/, /files/ENCFF482LDC/	4734472	ENCODE Processing Pipeline	cb3be48f1ec22b43ced5a0e81152e3ee		https://www.encodeproject.org/files/ENCFF131WCK/@@download/ENCFF131WCK.bed.gz				released	s3://encode-public/2016/12/16/5f448a3a-72cc-4ad5-b90c-fe32f45d89b1/ENCFF131WCK.bed.gz	mixed read lengths, control low read depth, low read depth, low read length	insufficient read length, insufficient read depth	
ENCFF548PPV	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EGT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	Interferon gamma		6.0 hour							IRF1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF428TZB/, /files/ENCFF131WCK/, /files/ENCFF419RSJ/, /files/ENCFF938AOL/	234167	ENCODE Processing Pipeline	2e839a708bb9f56ef306715c5cf9b3bb		https://www.encodeproject.org/files/ENCFF548PPV/@@download/ENCFF548PPV.bed.gz				released	s3://encode-public/2016/12/16/4d03107a-c12f-4542-86c0-82e963d277bb/ENCFF548PPV.bed.gz	mixed read lengths, control low read depth, low read depth, low read length	insufficient read length, insufficient read depth	
ENCFF346LMY	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000EGT	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	Interferon gamma		6.0 hour							IRF1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF428TZB/, /files/ENCFF131WCK/, /files/ENCFF419RSJ/, /files/ENCFF938AOL/	251613	ENCODE Processing Pipeline	88bc01e2bc400f74f411b8459b4d70c6		https://www.encodeproject.org/files/ENCFF346LMY/@@download/ENCFF346LMY.bed.gz				released	s3://encode-public/2016/12/16/074432f5-1da0-4677-89c7-78e8a6e4b7f8/ENCFF346LMY.bed.gz	mixed read lengths, control low read depth, low read depth, low read length	insufficient read length, insufficient read depth	
ENCFF284TZG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR727GPE	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF211-human/				ZNF211-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF998LDT/, /files/ENCFF174OKT/, /files/ENCFF356LFX/	49558	ENCODE Processing Pipeline	47270be0854c49fa9f0d57b26de47d9a		https://www.encodeproject.org/files/ENCFF284TZG/@@download/ENCFF284TZG.bed.gz				released	s3://encode-public/2020/07/03/748943bf-ca9e-4a5b-89e3-f41217820f25/ENCFF284TZG.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF779UDG	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR727GPE	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF211-human/				ZNF211-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF998LDT/, /files/ENCFF511OKQ/, /files/ENCFF174OKT/	2850967	ENCODE Processing Pipeline	8967f68568db2583d052779c66db2ad8		https://www.encodeproject.org/files/ENCFF779UDG/@@download/ENCFF779UDG.bed.gz				released	s3://encode-public/2020/07/03/2e65dc97-12b6-4e9d-a8e4-3ddc4d4f063c/ENCFF779UDG.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF277QTG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR727GPE	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF211-human/				ZNF211-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF511OKQ/, /files/ENCFF174OKT/, /files/ENCFF356LFX/	8507	ENCODE Processing Pipeline	78cfeba55a34bfcc3b6bdfce0b8d22e1		https://www.encodeproject.org/files/ENCFF277QTG/@@download/ENCFF277QTG.bed.gz				released	s3://encode-public/2020/07/03/d14745b4-43ec-49bf-8acf-aee83bae7cb0/ENCFF277QTG.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF508DGO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR727GPE	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF211-human/				ZNF211-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF998LDT/, /files/ENCFF511OKQ/, /files/ENCFF174OKT/, /files/ENCFF356LFX/	61196	ENCODE Processing Pipeline	356a807594558dfd4840491e9e9bd02b		https://www.encodeproject.org/files/ENCFF508DGO/@@download/ENCFF508DGO.bed.gz				released	s3://encode-public/2020/07/03/e089c999-5965-4206-b93b-dff55d57a698/ENCFF508DGO.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF411FEV	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR727GPE	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF211-human/				ZNF211-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF998LDT/, /files/ENCFF511OKQ/, /files/ENCFF174OKT/	2640499	ENCODE Processing Pipeline	0a23aba652bc882d843863cc311cdaab		https://www.encodeproject.org/files/ENCFF411FEV/@@download/ENCFF411FEV.bed.gz				released	s3://encode-public/2020/07/03/b14bb309-4f39-4581-a6ce-dcf3b20c51f3/ENCFF411FEV.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF225HES	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR727GPE	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF211-human/				ZNF211-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF511OKQ/, /files/ENCFF174OKT/	1542332	ENCODE Processing Pipeline	1579792f35c200c385b04453fa4685f6		https://www.encodeproject.org/files/ENCFF225HES/@@download/ENCFF225HES.bed.gz				released	s3://encode-public/2020/07/03/cc53b3c6-d3f1-4cfc-aa1b-1f66526b2106/ENCFF225HES.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF397LZP	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR727GPE	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF211-human/				ZNF211-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF998LDT/, /files/ENCFF174OKT/	2343527	ENCODE Processing Pipeline	0fa5d49d202f60cfd88958f96ca41d39		https://www.encodeproject.org/files/ENCFF397LZP/@@download/ENCFF397LZP.bed.gz				released	s3://encode-public/2020/07/03/4fdfbd92-0ce8-468b-8237-9d410801aaeb/ENCFF397LZP.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF710ZMF	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR727GPE	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF211-human/				ZNF211-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF998LDT/, /files/ENCFF511OKQ/, /files/ENCFF174OKT/, /files/ENCFF356LFX/	37158	ENCODE Processing Pipeline	c2138aae36c12fca70ba98ed80eec8db		https://www.encodeproject.org/files/ENCFF710ZMF/@@download/ENCFF710ZMF.bed.gz				released	s3://encode-public/2020/07/03/9f3adbda-385c-49c7-bbe3-ceaad14d4caa/ENCFF710ZMF.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF041YFP	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR172OSX	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZBTB12-human/				ZBTB12-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF468ICN/, /files/ENCFF174OKT/	2409037	ENCODE Processing Pipeline	576840f5c771b19385ef7edcf490d7ff		https://www.encodeproject.org/files/ENCFF041YFP/@@download/ENCFF041YFP.bed.gz				released	s3://encode-public/2020/07/03/133cd936-a2cd-4556-980e-d530456a9619/ENCFF041YFP.bed.gz			missing compliant biosample characterization
ENCFF410QSU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR172OSX	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZBTB12-human/				ZBTB12-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF356LFX/, /files/ENCFF174OKT/, /files/ENCFF067LLE/	99759	ENCODE Processing Pipeline	72dce388fb9ca849b39c93ddb6c7fdbd		https://www.encodeproject.org/files/ENCFF410QSU/@@download/ENCFF410QSU.bed.gz				released	s3://encode-public/2020/07/03/0f915820-7c56-408c-bc27-c93c25b2fefc/ENCFF410QSU.bed.gz			missing compliant biosample characterization
ENCFF938ECU	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR172OSX	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZBTB12-human/				ZBTB12-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF174OKT/, /files/ENCFF067LLE/	2486825	ENCODE Processing Pipeline	548f9012172598622eb238bc96260d14		https://www.encodeproject.org/files/ENCFF938ECU/@@download/ENCFF938ECU.bed.gz				released	s3://encode-public/2020/07/03/eb576cc1-98b2-485d-bf9d-eb32187e9a49/ENCFF938ECU.bed.gz			missing compliant biosample characterization
ENCFF971WKI	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR172OSX	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZBTB12-human/				ZBTB12-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF468ICN/, /files/ENCFF174OKT/, /files/ENCFF067LLE/	3428692	ENCODE Processing Pipeline	c4f80e1535aed689f11900a2dc97f9b8		https://www.encodeproject.org/files/ENCFF971WKI/@@download/ENCFF971WKI.bed.gz				released	s3://encode-public/2020/07/03/b3916f83-51f4-44d9-9d08-280ac7255139/ENCFF971WKI.bed.gz			missing compliant biosample characterization
ENCFF830MTX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR172OSX	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZBTB12-human/				ZBTB12-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF468ICN/, /files/ENCFF174OKT/, /files/ENCFF067LLE/, /files/ENCFF356LFX/	158072	ENCODE Processing Pipeline	eda6255781c1fc308c3d59696bf19e2d		https://www.encodeproject.org/files/ENCFF830MTX/@@download/ENCFF830MTX.bed.gz				released	s3://encode-public/2020/07/03/3e3aca58-1d32-4329-bde2-b6f7360b5501/ENCFF830MTX.bed.gz			missing compliant biosample characterization
ENCFF837PWO	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR172OSX	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZBTB12-human/				ZBTB12-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF468ICN/, /files/ENCFF174OKT/, /files/ENCFF067LLE/	3417931	ENCODE Processing Pipeline	45fbf2da3e0b3907b29f1193fec34d00		https://www.encodeproject.org/files/ENCFF837PWO/@@download/ENCFF837PWO.bed.gz				released	s3://encode-public/2020/07/03/7e77759b-d9b9-462a-88c4-22912e7d2e96/ENCFF837PWO.bed.gz			missing compliant biosample characterization
ENCFF614WBG	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR172OSX	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZBTB12-human/				ZBTB12-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF468ICN/, /files/ENCFF174OKT/, /files/ENCFF067LLE/, /files/ENCFF356LFX/	153403	ENCODE Processing Pipeline	bea48b2ba5f06c8fc9cef61d5b9604fe		https://www.encodeproject.org/files/ENCFF614WBG/@@download/ENCFF614WBG.bed.gz				released	s3://encode-public/2020/07/03/b1517402-3721-4f80-9b98-f5a07422579d/ENCFF614WBG.bed.gz			missing compliant biosample characterization
ENCFF727VHN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR172OSX	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZBTB12-human/				ZBTB12-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF468ICN/, /files/ENCFF174OKT/, /files/ENCFF356LFX/	99490	ENCODE Processing Pipeline	923c3f729bd483ba4a8e158403019f15		https://www.encodeproject.org/files/ENCFF727VHN/@@download/ENCFF727VHN.bed.gz				released	s3://encode-public/2020/07/03/1f453929-9b0b-4996-afac-2f2636162c6f/ENCFF727VHN.bed.gz			missing compliant biosample characterization
ENCFF775RGP	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR582IAO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/SRF-human/				SRF-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF243WVM/, /files/ENCFF707MFP/, /files/ENCFF042HHH/	4975445	ENCODE Processing Pipeline	087bec82f691f0d180f987c3db5c42b4		https://www.encodeproject.org/files/ENCFF775RGP/@@download/ENCFF775RGP.bed.gz				released	s3://encode-public/2020/06/30/7a7923fa-c13c-4ab2-b6e9-4256eea876b5/ENCFF775RGP.bed.gz	missing genetic modification reagents		
ENCFF087EVW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR582IAO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/SRF-human/				SRF-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF707MFP/, /files/ENCFF042HHH/, /files/ENCFF243WVM/	282853	ENCODE Processing Pipeline	6ca188ea83223aac97b5823953f928b5		https://www.encodeproject.org/files/ENCFF087EVW/@@download/ENCFF087EVW.bed.gz				released	s3://encode-public/2020/06/30/037e1375-6896-4165-b67c-4b40455ec1ce/ENCFF087EVW.bed.gz	missing genetic modification reagents		
ENCFF243XDG	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR582IAO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/SRF-human/				SRF-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF707MFP/, /files/ENCFF042HHH/, /files/ENCFF243WVM/	196863	ENCODE Processing Pipeline	62ff79255c6e6554a36e41fc58af4067		https://www.encodeproject.org/files/ENCFF243XDG/@@download/ENCFF243XDG.bed.gz				released	s3://encode-public/2020/06/30/4b784154-d291-4bb3-8c8c-0b0fb32c4b32/ENCFF243XDG.bed.gz	missing genetic modification reagents		
ENCFF673YFW	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR582IAO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/SRF-human/				SRF-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		2	2_1							/files/ENCFF243WVM/, /files/ENCFF042HHH/	4706971	ENCODE Processing Pipeline	b09a7931f22e0b10966cab8a32884054		https://www.encodeproject.org/files/ENCFF673YFW/@@download/ENCFF673YFW.bed.gz				released	s3://encode-public/2020/06/30/9ad0f124-2860-4cca-a1d3-ec48f44b50c4/ENCFF673YFW.bed.gz	missing genetic modification reagents		
ENCFF199TNN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR582IAO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/SRF-human/				SRF-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		2	2_1							/files/ENCFF356LFX/, /files/ENCFF243WVM/, /files/ENCFF042HHH/	176102	ENCODE Processing Pipeline	2d5085db5bbf6e1b365918f3a06fbab0		https://www.encodeproject.org/files/ENCFF199TNN/@@download/ENCFF199TNN.bed.gz				released	s3://encode-public/2020/06/30/923d9a54-dd80-495e-b896-f7a307ce8cec/ENCFF199TNN.bed.gz	missing genetic modification reagents		
ENCFF739VOM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR582IAO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/SRF-human/				SRF-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1	1_1							/files/ENCFF356LFX/, /files/ENCFF707MFP/, /files/ENCFF243WVM/	173983	ENCODE Processing Pipeline	de85912f76f076d08be3fa35ff152de0		https://www.encodeproject.org/files/ENCFF739VOM/@@download/ENCFF739VOM.bed.gz				released	s3://encode-public/2020/06/30/08712e05-0749-4040-9e7f-bf4860d49acd/ENCFF739VOM.bed.gz	missing genetic modification reagents		
ENCFF146NOI	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR582IAO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/SRF-human/				SRF-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1	1_1							/files/ENCFF243WVM/, /files/ENCFF707MFP/	3536210	ENCODE Processing Pipeline	9b49efef223e978cc030b01e56b7d91d		https://www.encodeproject.org/files/ENCFF146NOI/@@download/ENCFF146NOI.bed.gz				released	s3://encode-public/2020/06/30/f4dabbe1-78e1-4265-9c26-958f85992dbc/ENCFF146NOI.bed.gz	missing genetic modification reagents		
